,sentiment,text
7430,0, tshwane wants double rates but try and phone to get service endless loop fail
4295,0, this has never happened before orange blinky lights i think i ve broke my battery again
635,0,is feeling her eyes burned fried after 10 hours attached to the screen uploading new summer clothing for my store www chittypulga com
25378,2,ok it s my 1000th tweet i ll use it to simply say thank you exclamation exclamation i ve met some of the most giving caring people on twitter exclamation 
14068,1, i want you in my mouth and my censored b exclamation tch mm jeffree rawks
24243,2,happy that google wave is trending can t watch the video for it certain flash videos are blocked by my company s network 
12414,1,one of these times i m going to have the self awareness not to ask one of the principle mourners at a wake how they re doing 
17891,2,i like how no matter how much fun i m having i need a hug a bowl of ramen and a comfy blanket as soon as i get home 
11960,1, i just posted my first video a contest entry and my still is terrible too boo luv ur videos btw xxxrebelrebelxxx
1766,0,my stupid tooooth hurts
6643,0,stupid exclamation exclamation exclamation exclamation my ipod is taking forever to load 
5569,0,cupcakes gave me heartburn
7064,0,wonders if i m d only 1 dat n church sumtime nt knowng certain sungs seems like erbdy knows it but u question quickly feel bad cnt sing along 
8451,0,i give in to easily
19918,2, no i like be able to say it and it be the truth instead of some magical mystery tour i get led on 
141,0, i wish i would in california i m so sad
18454,2,just got up from a nap relaxing for the night
11874,1,so proud of cg took 5 yrs in the making to get that number 1 spot gnight twitter bugs time to read myself to sleep 
14288,1,should i say goodnight or good morning question 
1841,0, i cantttt my grandparents are here 
9451,1, i want to go here
16542,1, and that includes the chota chota stuff released by reflexie arcade too exclamation 
8904,1,uff hard to get going today up half the night with 6 year old son
17251,1,i ate something i don t know what it is why do i keep telling things about food
6464,0, wasn t much of a debate
15535,1,have an extra justin rutledge ticket for the mod club tonight
14001,1, i ll put your name on the list
7379,0, wats gooood exclamation exclamation miss yall already
8192,0,it s patio weather in kirkland exclamation it s also launch yer boat weather except i m missing the boat part
11314,1,dreading work tomorrow wish i had one more day off
9074,1,_cowan oh cool exclamation i m gonna crash and sleep i have been like 40 some hours working lol
5244,0, i am very angry at this information marcos exclamation exclamation exclamation exclamation exclamation exclamation 
22044,2,relaxing night at home with best people
2271,0,up is out today exclamation exclamation exclamation why why why why does my head hurt so badly question question exclamation question exclamation question question exclamation exclamation question i want to see it exclamation exclamation exclamation 
126,0,tgif resto here at home is dayuummm expensive exclamation 
471,0, umm well i only go to house clubs and i never go to north beach so no idea sorry been out 1x there 2 a now defunctlesi club
955,0,we re dealing with overactive let down right now 
25750,2,woke up from napping finally got the sleep i needed
11593,1, oh ic ic haha iyaa my summer is filled with one course that lasts for the whole summer
18557,2, its the best show ever exclamation 
25441,2, it was indeed a lovely evening over far too quickly i got home at 1115 in the end coffee in bed this morning
9113,1,mrs bates left
12139,1,i ran out of facebook quizzes lol grocery shopping then work w00t question 
1481,0,i am so tired exclamation 
13068,1,people are not twitting very much today
6712,0,well only one week left of my holidays sad sad
1285,0,my stomach is all explode from the wendys why is everything that tastes good bad for you question 
21740,2, ha i look at twitter games as harmless fun despite being author of twitter book i try to talk about other stuff
23250,2,_ luv it so true
16433,1, grats to aaron and christine
1445,0, still here unfortunately exclamation exclamation exclamation exclamation 
25431,2, good stuff smiles back question why won t you go to his concert too question o wish i could instead of doing my music which is failing lol x
16779,1,watching destrey videos
155,0, yeah the entire time i was all swoon b c of his eyes swoons thinking about it 
16762,1,i made a myspace for twitter with the name the twitter kingdom here is the link join me exclamation 
9307,1,_jenkins nothing yet
19891,2, you will be succesful love you exclamation 
17252,1, good luck exclamation it s not too bad and if it is it s curved grading so u might end up surprised
16115,1, then you must insist you write essays the twitter way no more than 140 characters
25683,2, because pop culture is beautiful also you can t pull weeds wrong i promise you can practice on my yard if you are nervous
19388,2,had a great night ashleigh makes a good dance teacher and we kicked bens butt at a pillow fight exclamation 
866,0,sooo im 20 n im just now findin out i have asthma
5329,0,whoops not in my last tweet
18329,2,_chiel well i would love to have a zoo exclamation p dont think i can be there sunday but sometime i will exclamation i want to exclamation 
21643,2,happy mother s day exclamation justin timberlake s version a mother s day gift too funny exclamation exclamation exclamation 
18694,2,saying goodbye to a good trusted friend today goodbye free sky tv you were the best friend anyone could have had 
19462,2,great song 
18824,2,lmao exclamation listening to the great bob marley exclamation wow hes so awesome
8817,1,can t sleep so i m watching some more gilmore girls
4593,0,no betta nest i think despite the heater it gets too chilly at night
4409,0,chillin after a loooonnnggg day of basketball hella tired sleepy time zzzz
26144,2,ughhh studying for finals i wish i could go to prom
17776,2,woot just had my interview exclamation went awsome exclamation i didn t get to talk with mr johnny thought oh well i still did really good exclamation 
168,0,im a bad blogger exclamation exclamation i have not blogged in weeks oops exclamation 
16718,1,_jimski in my book yes
6541,0,its coming out the socket i feel like my phones hole is not a virgin that s how loose it is 
10745,1, just wondering if you are going to put one too many on itunes i hope you do it is the only cd of yours i don t have 
7531,0, the problem is that i m not finished with it but i have logged in mass hours this week on it and i m not being paid exclamation pop exclamation 
22791,2, haha good phone conversation cat lady exclamation you re gonna be homeless too you didn t tell me u were having coffee exclamation exclamation coming tomorrow question 
8215,0,ok so 4 needs to hurry up and come wtf i wanna go hooooommmeeee exclamation 
23406,2,wish i didnt have to go to work tonight
9932,1, i m a minute in and i want to strangle the used car salesman doing the presentation is he related to the shamwow guy question 
2484,0,tracy and berwick breaks my achy breaky heart they split ways in the hallways 
22047,2,so bryan was at the sweet 15 and i didnt think we were gonna talk but towards the end of the night we talked
8866,1,_rocks19 i have to break the twitterparty im off home soon
21966,2,went to friend s house to watch some good old season 1 episodes of supernatural 3 censored i love this show soo censored much
2638,0,ive burned like a ginger kid in the sun now my arms are red
5406,0, i am in kuala lumpur and i know i vanished haha exclamation i broke up with my last boyfriend that s why i m back exclamation 
16605,1, wohoo exclamation i got the sunbeam cafã â â½ series grinder at eu foods for only 198 exclamation epic win
5474,0,now i feel really really bad sorry
21564,2, hey jk wish evenlyn a happy mothers day tomora for me i had a great day my gift will be tickets to see ya s ere in oz
12620,1,standin in a forest just got the maddest photos taken
25692,2,can t wait for the next twitter 
19128,2, thank you btw if u re wondering you can check out the fuel brand here 
1454,0, i m straining to hear but it s very hard from all the way over here 
23248,2, lol well i learned somethin new thx exclamation 
22997,2, hi there i agree exclamation small children should be running about happy not breaking down in tears
16786,1,french isn t meant to be taught to asians
15393,1, rain
25560,2,had a great day and now i m off to bed tomorrow i m back in sd
20872,2,hoping it will rain again because it s sooo warm
7040,0, not so good
12833,1,im well bored had a great half term and i dont wanna go back to school on monday enjoying the hot weatler lo0l 
25025,2, so i was half asleep when i wrote the previous message greatest friends exclamation exclamation haha you are exclamation exclamation 
18098,2, having a leatherman is a must really for anybody exclamation you never know when you might need one it gets the job done 
4878,0,so bored firday evening and nothing to do
21614,2,it does exclamation lol but i have none
19303,2, hi exclamation we get to try out new restos so yea it fuunn let s have dinner when you get back exclamation 
2420,0,i hate the bus any donations toward my car fund question 
19785,2, i like ogberry
9665,1,rp rp rp my crack here s mine question i just threw up in my mouth lil bit it s my legs lol 
16926,1,eurgh revision who invented history question 
14351,1, downside though is that you re breaking the thread 
8686,0,my breath is weezy no more going to knotts when you ve been sick all week 
17263,1, ah well he can only spend short amounts of time on because of his mum you should scroll back at our msgs exclamation exclamation exclamation 
17384,1,why am i awake question 
21764,2,lan poker is so much fun exclamation exclamation exclamation exclamation someone help me remember ki compre chal raha hai abhi exclamation exclamation exclamation exclamation 
9246,1,still in the news room however with audio to turn around exclamation just grabbed a tea looking forward to after 1 when i get out in this rain
2549,0,i feel slightly sick now bgt
25306,2,good morning twitter bugsssss 8 48am and my day starts nowwwww
76,0,hugh isn t on it lied last week
13077,1,geez why do u have to be so obvious question 
13698,1, lol you saw where i was going with that both of my last names are to common nothing special on me
25792,2, boo i used to live in upland have funnnn
3442,0, nevermind i kept reading and see ya ll r gonna be in williamsburg i ll mind my business now lol
9660,1,done it s summer exclamation exclamation exclamation 
23803,2,shawty next to me like hella good oowwwww
39,0, so sorry to hear that i lost two hard drives this year i know the feeling
25968,2, sounds like a good five days
17772,2,haha it s pretty good they re making something with chicken yum exclamation 
19328,2, oh i really want to see coraline it seems really good
14523,1, any sorry wah exclamation exclamation lub u toooo 
11414,1,i wanna see upppppp
3807,0,sneezing hurts my back 
23810,2, no other reason question i wonder if she loves you
21372,2, omg exclamation it s the famous amanda woman person thingy exclamation hugs all around exclamation 
14302,1,so glad it is friday two classes then lazy afternoon too bad it isnt nice and warm out today
6677,0,sadly brother told me there are no skateparks where he lives bummer exclamation 
1940,0,i don t want to work tomorrow i don t feel good haven t felt good in 4 days my body needs rest but my mind won t slow down exclamation 
18767,2, i know what appeals to you with knitting exclamation believe me i know exclamation 
598,0, wtf kinda best friend am i question i still haven t met the hubby that depresses me
21839,2,things are looking better and better exclamation i think i might be quite happy
20173,2, thank you sister exclamation exclamation 
15824,1,ready to go home
20379,2, haha thanks for listening to me rant on and on about nothing exclamation have a good night question 
4544,0,is feeling so giddy and wanna go home 
12411,1,short work week for me
1143,0, do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now
4579,0,why are the sinks in hospital toilets so low question now the censored of my grey suit is spattered with water exclamation just in time for physio
5066,0, censored it should be recoverable it s just the boot part that s messed up grr argh my business was on there 
6148,0, i tried to dm you but your not following me
1184,0, the movie tym so sad i was crying non stop 
6587,0, consider yourself lucky it hasn t rained here in ages it s depressing 
3527,0,not in a good mood my mama s away with my sis so can t talk to either of them and my boy can t see me this weekend as planned 
19979,2, oh yeah that s right exclamation thanks for reminding me
6228,0,having a hectic day travelling from pj to uniten back to pj working now at cc office 
25858,2,_a the rocky kind exclamation with little rockpools octopi shells stuff now i want to be at the beach its the perfect overcast day 
13702,1,going home to get clothes
1464,0, not all of them you ll be missing mine and everybody else s on the east coast exclamation exclamation exclamation exclamation exclamation 
19459,2,has finally learned how to think before he speaks and it works wonders
17290,1, i know exactly what you are saying its so not cool that is why tapes were better p
4879,0,just found mj mouse flats at djs of course there are none left in my size
18663,2,mum just made me cry coz she said something so sweet to me i love her so much exclamation mums are the best exclamation 
1578,0, then how come i m not uber successful question i m not making the same mistakes i m making entirely new ones exclamation 
15830,1,up was pretty good it was kind of depressing though
10744,1,wedding 
21031,2, so far everybody look good exclamation 1 more momma goat to kid this month exclamation hope she has them this week exclamation exclamation 
934,0, sure you will tweet about this when you re back but news is abuzz about tr knight s leaving confirmed today muy triste 
20556,2, thanks i found the link however i think you need to be a customer to download it
19179,2,did ice skating last show part this morning mozart awesome can t wait to do it friday and saturday love u all
23602,2,today i salute all mothers and honour the feminine and now its time for a beer
10561,1,flordia and where do u send in the pictures of the shrits question saw ur update on facebook
5035,0, so wish i was there with ya but at 6 48am belgian time i was sleeping time diff sucks take me there exclamation 
4166,0, and im just going into work if we were married we wud never see each other
17893,2, some days you must look hard for that good thing 
20524,2,nvm lexi s playlist is working its magic
10256,1,feel like going home and sleep till the next day exclamation 
15249,1, sigh
5743,0,is pretty dang tired but chambers class is for napping 
10299,1,getting ready for work 
25463,2, he s hard to please methinks he has the picture in his head just fine
13697,1, slice you up a treat question 
14966,1, just got back saw yr tweet it s 7 30pm monday here mayday public holiday
1321,0,got tired of the kitchen being uninhabital so swept and mopped the floor when its dry i ll do the work tops
23696,2,happy mother s day
6380,0,i m bummed that the contest is only for the 48 states what about hawaii question question 
15288,1, yep i do 
2024,0,ugh i totally can t sleep 
26338,2, just wanted to say that i 3 ur music both the scene aesthetic n danger radio hopefully i will get to see u guys 1 day
7380,0,pku meeting in london on all day today one of my favorite pkuers jessie not there he has pku and leukemia and was in the hospital 
2256,0, i gotta say i feel bad for everyone in nkorea they re starving and they have a crazy in charge who endangers them daily 
13495,1, me too but i m goitn to go to shower exclamation and cleanin up my room and later eat somethin 
4256,0,gutted the kitchen is empty literally empty no even kidding i m so hungry
25618,2,is watching it takes two such a classic lol
25096,2, i m out of town next week we ll have to party when i get back happy early birthday exclamation 
7435,0, nomore adventure time
20242,2,bank holiday bliss jeremy kyle without even bothering the sky 
1980,0, i just went to find that unity girl on bebo i cant find her exclamation i fail at bebo stalking
8345,0,squirrel exclamation where question i hate squirrels
1671,0, censored 
15832,1, we are working
4857,0,so tired after work but i have king s bounty add on and a vampyre story for a evening and x men comixes is completely donloaded
4545,0,miss cauzinhoooo already
24808,2, last night after long drive slept really well now time for dino s wasstraat
9424,1, i would have but supertarget didn t have any 
139,0,soooo sunburnt my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for 2 hours in the sun u 
23802,2,it started out so lovely this morning now looks like it s gonna chuck it down
12749,1,listening to demi lovato finished my new song exclamation 
20232,2, that sounds pretty sweet you too must be loving it exclamation yeah man that sounds cool keen for that
6177,0,can t give blood within a year of getting a tattoo so i can t give im gutted
10524,1,it s 11 05 and i m already on my lunch break
1032,0, ouch better get used to it i think 22 to 25 are prime marriage years 
4320,0,pinkpop weekend i ve got no tickets meaning no bruce springsteen oh well it s wwwwweeeeeeeeeeeeeeekkkkkeeeennnndddd exclamation exclamation exclamation exclamation exclamation 
5795,0, omg that is soooo sad 
8295,0, workies with dad question aw that sucks working on saturday morning i m about to study when are your exams question 
6134,0,endlessly fascinated by the dual engine monitor in this cab then it reminds me of sustainability fail sorry next gen 
24807,2, widescreen laptop rotation comics awesome 
25522,2, perfect exclamation thank you 3 3
21090,2, always welcome sweetie exclamation hugs 
4564,0,aaaa exclamation i need to work today why cant i ever get the weekends off question it makes me want to cry
13791,1, unfortunately your fix didn t work oh well i m lovin me some peoplebrowsr anyways exclamation 
26186,2, i need one too 
24591,2, wow that must be sooo cool
22826,2,happy mother s day to all moms out there 
20360,2,_believer i know exclamation that s ok most did thanks
14832,1, have you dissapeared to go on the ellen show question 
15489,1, check out the conchords business time 
22725,2, have fun exclamation wish your mums a happy mother s day for us exclamation 
24093,2,happy sunday all
13891,1,will be working at 7 11 this summer
3941,0, i did do that one twitter while driving although the iphone keypad sucks for driving and typing
12085,1,i m officially on holiday exclamation a week in center parcs no internets bye my peeps see you when i return 
20732,2, lol awesome i have randoms following me
581,0, i tried and failed
9353,1,feels like warm things
23467,2, apple s ads aside i d rather have recommendations from real people who have real experience with the iphone apps i seek 
7596,0,wondering if anyone has seen my cell phone i cant find it anywhere
3039,0, i miss you too mojokins exclamation i go there but not long enough to comment will do more this weekend exclamation 
15354,1,trying this twitter thing out facebook is finally a routine for me now i need to figure out how to do the twitter thing
13822,1, it was a crazy time nothing to be ashamed of that you were timid you were osocute in your bashfulness
23196,2, around better how are you question 
24288,2,laying in bed with a book some beautiful music thank you kaki nicholas sparks 
22010,2, wow that s one deep sleep exclamation wish i could sleep like that one little noise and i m awake
12190,1,tweeterizing from a mobile
14389,1,fjgkfld sdh why am i not at hometown days with my friends 
13297,1,gonna go watch jackson s band play and then going to the band after party
20962,2, turtles and shoes make an awesome couple if only shoes could talk back to the turtle p lol
4779,0,whaaaat a strong rain just came over us here in santa clara i wish i could sleep but i got to attend to an important meeting
1569,0, poor pooch 
1777,0,the cd player in my car is broken so much for listening to my kidz bop happy meal cd 
17941,2, i was seeing only one side of it but it looked interesting and deep 
23382,2,_uk argh twitter didnt post my replies and tweets for ages aint up to much just enjoying the sun exclamation 
17002,1,know what would be great question for my shoulder to stop hurting so i can sleep normal again i just want need a few solid hours of good sleep 
11247,1,i get the feeling is going to make me wait until i get home to tell me i m denied vittles from bww 
10835,1,collabro w jphlip called california was another hot one 
4323,0,hey you all suck its anybody on there s im so bored common answear me
5840,0,you said you effed up your nose exclamation 
25987,2, australian hardcore metalcore scene is amazing right now look up third strike and chelsea smile and bmth in 7 days
24051,2, happy birthday man exclamation my ride to the wedding i ll see you guys soon though you play here july 27th exclamation 
4838,0, fuckyoumonday question i like it it s a totally censored tastic rainy day here i m off to work hugs 
12419,1, censored need to replace macbook display chf 670 for work and hardware almost half of the mb price
23895,2, sweet exclamation i m a jaycee one letter er i think just d exclamation 
21416,2, happy b day exclamation just woke up on this side of earth so wishes are bit late
12681,1,thinking bout maddies comments
15247,1, what s for dinner question 
17101,1,just realized you can get arrested for public disturbance oh well i ll take my chances 
16224,1,she is beautiful but don t feel badly some neaby grans see grandkids about the same amt can t go to them out of luck
6473,0, yeah exclamation but too late lol
18375,2, great stuff can t wait to hear it exclamation 
19569,2, i ll see you again yeah question its up to you i guarantee you will i dont want to wait to long not seeing you censored fruit basket exclamation hahaha
14164,1, audiotistic exclamation sneak your little butt in
2434,0,i cant sleep ughh n i have registration tomorrow at 11 this suxs shooting star 
7600,0, was it for the vma s question i guess so also wanna go to london in june for demi lovato concert but no one s going with me
16020,1,so there aren t anymore exams but there is only 3 days left i ve just now relized this is a bad thing and a good thing i dont know 
10575,1,to atl in the morning then back to clemson
9435,1, they don t do car audio
24977,2,time for me to go to sleep exclamation it s almost 1am night everyone exclamation happy mothers day to all the moms out there
9037,1,fall down
15675,1,off to the family party
22886,2,thanks for the raspberry laced vanilla cake
6397,0,_ i m in bed sick atm been sick since yesterday hru hun question 
19901,2, love this one especially the shoes anyway gmn punya acc lookbook ya question 
3518,0, harrump gagging for beer noone wants to play
21170,2, morning babe exclamation i plan on overdoing it today exclamation lol hope you do rest put your feet up exclamation xxxx
14020,1,following keep me updated for the latest dance scene event
7508,0,to be really really not bored but bad i won t now the news but thats ok brb x
25493,2, thanks exclamation i was gonna make a joke and say they look just like mine exclamation 
23608,2, thanks to follow
7372,0,now my ds just died whatta letdown exclamation 
19524,2,good night all 15 miles of trails with 7 peeks to climb in the morning fun times ahead
7001,0,yeha i broke their page damit im trying to fix it how hope you dont bank with communityfirstandtrust
19926,2,this is a much better tool than some i have come across twitter karma on steroids
6149,0,my trousers are damp 
21203,2, they are great friends of mine i ll let you know when they are playing next and you can come along and do whatever you like
14986,1,har har swineflu is everywhere via 
16555,1,our south style exhibition is on in less than a week member fresh gallery otara exclamation 
25997,2, i don t watch just wish tv s been off for months i love it guess i won t win though lol
11273,1, i shall drink lots
26051,2, that was an amazing concert exclamation exclamation exclamation got some really good video and pictures
15497,1,i think i have h1n1 or maybe just a cold 
10251,1,having another only fools and horses marathon day
24132,2,what a beautiful morning it s time to get up and enjoy the sun
21417,2, haha love you two girl
6296,0, and added it to his collection i was too much of a punk censored to ask for it back 
3335,0,the first time all week i can play wow and i get stuck at authenticating 
7493,0,has not finished the bio mols mind map stupid sheet hid sections from me on the back exclamation 
7903,0, unfortunatley it is the tooth kind of crown
18377,2, great exclamation 
9006,1, it will give me lulz from time to time 
18678,2, thanks kashi exclamation i was thinking the other day about how mad i am for doing myself a disservice by not taking 1 of ur classes 
4898,0,holy censored i am exhausted exclamation resting up so i can go see wolverine later
9361,1, i should be doing history 
7617,0,its friday exclamation well technically anyway but its really thursday for me dang having to work saturday mornings
18134,2,nine o clock on a sunday morning outside sat around the table enjoying the early rays of sun reading twitter article in sunday times
18719,2,likes cheerios and scones in the morning
7811,0,i have too much homework to do today
4958,0,so i passed out last night in the middle of 4th quarter i didn t witness my magic lose
2665,0,is tired and about to go to sleep night everyone
17302,1,sport day with charlotte
18819,2, i had mint ice cream for dessert tonight love the stuff exclamation 
15160,1, i m a bit ben s thai ed out
8075,0,very bad things i need to stop thinking exclamation 
5129,0, fail if you fancy a pit stop and a cuppa you know where i am exclamation lol
19350,2, thank you so much exclamation have a fantastic day exclamation 
23455,2, good luck tonight exclamation have fun
9296,1,joining twitter
23588,2, i always appreciate your musings 
908,0,is tired exclamation and is gonna go to bed now exclamation 
1296,0,hmmm is down
17701,2,looking forward to having dinner with family and friendsss exclamation happy mothers day to all the moms out there exclamation 
18607,2, wow have a safe trip back home and we re all begging you please come back to bloomington as soon as you can exclamation 
11005,1, see ya there
25541,2,twitter is officially the best way to advertise something 
25310,2,_ichigo she tried to carry on aswell bless i suppose maybe that s why kids shouldn t be in it question 
14501,1,dead stopped in the express lane this would happen when i choose to take it no way out now ugh hopefully this gets moving
21753,2,_morley lol i love your kids
2307,0,sigh only 1 problem though i need to call stooopid lime aka cable and wireless and have them reconnect my interent 2 day without net sads
5086,0,just read a book called gamer girl and it wasn t too bad 
19124,2,haha i just won a 1000 bet i settled for 100 not bad 
19717,2, you know i love you 
5060,0, it feels like ages away exclamation more than 5 months
20595,2,picking up a couple toys tonight exclamation d300 and 50mm f 1 4 exclamation yay exclamation exclamation d just for the weekend though
8509,0,still not asleep ah wtf question exclamation 
660,0,geometry is so censored boring waste of time 20 more minutes left
3571,0,we waste way too much paper the office for nothing worthy that almost disgust me
12390,1, cold raining in inglewood
884,0,bed bed bed do you never answer texts anymore question i thought of you the other day and sent one but never heard back sad day
12564,1, where were you on wed night question 
13242,1,at the house home alone playing guitar some guitar hero loud 
20761,2,we went we bought we conquered exclamation and we came back with the most delicious custard croissant
14257,1,out if class exclamation exclamation yow party four hour lecture don t mix attal exclamation exclamation i had to drink 3 red bulls i m still sleepy smh exclamation alrite bedtime
12821,1, hello nikki exclamation i just ended my exams 2 hours ago exclamation how abt u question 
24588,2,_polanco hi i have uploaded 5 completely new chinese lessons on www youtube com chineselearn please feel free to watch and enjoy
9674,1,here why i like jeans 
20688,2, re edwards i hope so exclamation 
8078,0, of course its not coming to boise
8356,0, oh no that doesn t sound good exclamation better get it checked out 
25860,2, you are right enjoy the lasagne 
13067,1,working my way through this casualties discography have to pull weeds later 
1138,0,fml not having a car is prohibiting finding a job
23326,2,happy mother s day to all moms out there exclamation i just played tong its a while ago 
14536,1,_laurie my thoughts rae with you and your family
10397,1,shakedown street exclamation exclamation exclamation 
17164,1,this weekend is completely different from last weekend 
12146,1,graveyard charged my card twice one correct total one random amt from last night s atltweet tweetup check your accounts exclamation 
17661,2, ashlie thank you you made me feel a little better 
5416,0, hello well it s sunny out but my head is fuzzy and coffee isn t brewed yet how s your day question exclamation 
15533,1,why is no one online question 
1517,0,just said goodbye to the younger bro misshimalready
16307,1,starting off my day with a little northern light
26158,2, you givein lady ga ga arun for her money in that get up hee hee love it
3540,0, my plans have been ruined
9505,1, i want chocolate exclamation 
5379,0, you are on mii censored list permanent mii dude
16749,1,sucky day so far hope it gets better
3096,0,still sick home 
1480,0,just found out i want be able to go see my daddy tomorrow before he leaves because ty has an activity tomorrow morning that sucks
1485,0,i think at this rate ill be in class until 4 sigh 
11087,1,got an appt w the doctor at 4pm today to look at these bites hoping it isn t an infection i need more powerful anti itch cream 
6831,0,moving back home today pro obnoxiously closer to con no more mpls runs excursions for at least a year 
19876,2, tis very useful indeed esp for newbies like me exclamation 
9321,1, i just tried to go back and the police blocked off the whole neighborhood they re evacuating the building now
12326,1,finally feels like a nice summer day and i m feeling sick
7214,0,i think my cheap sunglasses are falling apart oh well
23886,2,_za thanks man i can t wait
18156,2,on my way to get some maggie moos peanut butter galaxy then home exclamation thank god this week is done 4 meetings in 1 day exclamation exclamation exclamation exclamation 
22632,2,making a video for hitrecord hope it comes out well it ll be my first record
5008,0, just had a look missed out by a couple of hours i m sorry i ll let you know next time 
5126,0,we are on the slowest train ever it stops everywhere missed a quick train by a few minutes
9808,1, i been following lol just dont be paying attention to little ol mylan
9150,1,brad we should be at olympic village watching this season 1 with a 30 rack adult hood
5461,0,just wants to stay in bed all day but has to go to work instead sux
18878,2, its like that with the goo goo dolls for me then i heard iris and absolutely loved it
12532,1,i m uploading some videos to youtube will give link once i get more loaded variety from my daily life not amazing but fun to watch
14350,1,my picture wont come up it keeps saying thats a nice picture exclamation but where is it question question 
21352,2, wow you were here question why didn t you tell me question j k that s cool though i have yet to see one 
4913,0,twitter you just fail at life sometimes oh well 
556,0, im feeling sad not likeing my new haircut
1659,0,misses her phone having no service sucks
9560,1,is eating lunch at sushi tei sency yum exclamation met ghina earlier
25003,2,claire love the show got into the office 5am and no radio
20940,2,_marie stick with me kidd you ll be alright there s a whole sketchy world out there waiting to be taken advantage of
5779,0, i ve got a fairly flat route available the problem is i no longer have a fully functional bike to ride
8900,1, i saw that exclamation exclamation exclamation exclamation 
13847,1,is getting ready for work working all weekend
13615,1, somehow i cant reply to your message lol and yes i know thank youuu
9811,1,where did the rain go question question 
13179,1, yeah i have revision to do but gonna go starbucks instead
7144,0,don t feel good
18586,2, moral support for students
12498,1,_steph boo i miss you exclamation it s been ages once i get internet back i ll try to fix alo haha it likes to act up from time to time 
19000,2, oh oh it s shiny an dmore awe tastic quotes from the best animated movie ever coming up
2979,0, i miss you too
8667,0, oh noo i cant see it
10469,1, maybe tonights the night to pick it up again question 
10522,1,_ernman hej malena lycka till eurovision exclamation the united kingdom will be voting for you exclamation 
24535,2,off to enjoy a hanami picnic at the cherry tree park hope the weather stays nice 
25231,2, i gave him your kiss being a flirt of course he liked them
4267,0,_r drive in exclamation question srsly exclamation question jealous i have never ever been to one there is one down the rd but it s no longer operational 
3887,0, izzy exclamation exclamation exclamation so sorry to hear that what a disaster
18421,2, thanks i love the word crikey it s like my sayin 
10858,1, aw it was so sad shes too cute exclamation 
13516,1, i don t have any of that
24253,2, i wish i could find my camera cause i really wanna record some too 
23558,2,im back wooooo exclamation exclamation exclamation i want to have my own press release 
19714,2,back in from li 2hours ago n still made it to work yay me
1923,0,waiting for 5 00 having cramps
23907,2,had a shitload of fun with her friends
4040,0,i am doing geography revision on earthquakes exclamation how boring exclamation exclamation 
6191,0, sounds painful sorry you got hurt and may i ask how this happen question 
4459,0,why can t i make a phone call exclamation i hate this anxiety censored someone cure me
18582,2,about to embark on a large tour of bars for a project hopefully i won t die from alcohol poisoning
4871,0,trying to understand why why i joined twitter everyone else was doing it i felt left out
4657,0,oh good god crampsss 
9129,1,e3 2009 will be the first time i will not get to see g4tv s e3 coverage since comcast moved the g4 channel from basic cable to premium
549,0, i m totally gutted i ended up with my foot in a cast today so i can t travel to nottingham now to see you guys censored 
23539,2,jason mraz is still serenading me while i read judicial supervision of executive action in the commonwealth caribbean bbl exclamation 
21000,2,is super happy at the new interest rate whoop whoop 
14496,1,just listened to condre scr and got an invitation to watch their live concert on june 20th in munich postrock
6688,0,why is it so censored cold question question exclamation 
552,0, sad face 
19361,2, yaaaaaay i get to see you too looking forward to cupcakes and fun 
25687,2,just joined a twibe visit to join not a spinner myself but do know and respect spinners need coffee
21608,2, omj i loved it it was a good laugh and frankie did a great job and you guys did too agnes
16875,1,_stiller they sure do more than 40 000 to boot exclamation 
12108,1,lately i ve been waking up with the sun in my face but not today 
8100,0,i had a nightmare last night cry i think i am scarred for life exclamation 
5123,0,borrowing my mom s lenovo laptop the trackpad and the battery life suck balls for quarters seriously missing my macbook pro
30,0,is bored cant go on habbo stupid ban
5418,0,having trouble syncing my iphone to my work exchange email help exclamation exclamation exclamation exclamation 
9639,1,home sweet home sleeping until monday i hope 
14100,1, aw sorry ur day sucked exclamation did u see my post abt car issues question lol i think it s safe to say it can only get better tho beer thirty question 
6567,0,chilling on the sofa i hate vaccinations i feel sooo ill
2931,0,don t you hate it when you re left with one slice of bread left in the bag question half sandwich 
17992,2, if it makes you feel better i lost 10 overnight cause i posted a picture of a baby
12824,1, lol what exclamation exclamation where is it exclamation 
25495,2,happy mother s day and to the god mother s and step mother s too 
18372,2, yay exclamation exclamation i was supposed to be there next weekend but its off now but i ma make it out there i 3 philly 
1178,0, happy birthday exclamation sorry for the blank one my sister messed me up 
4277,0,why is everyones tweets about britains got talent question exclamation i feel left out
21986,2,thank god for starbucks
11346,1, graduation pic
13307,1, we ll see craig might just hog u guys exclamation haha i work till 10 tonight anyways
735,0,bored nothing to do
13977,1,worked out for about an hour nothing to hardcore sitting in starbucks waiting to start work
22004,2,new day in new home happy mom day 2 me exclamation 
18273,2, wouldn t that cost quite a bit i mean flying pizza from china question nice fusion idea i may have to experiment
21490,2,happy mothers day to all im gonna help mine right now she deserves it you guys should too 
8413,0,i am so censored hungry it s not even funny exclamation 
13288,1,it s raining at seaworld
12718,1, why thx exclamation webdu i was only at the conf on thurs
14984,1,i m still waiting to find out what caca stands for hoping it s not what i think it is since you follow me for caca 
